x	y
 7.2669989265500007e+01	 1.5234225940899998e+01
 6.1503472503000005e+01	 1.0828414475399999e+01
 6.8995028632000000e+01	 1.3994310529300000e+01
 7.8249916165800002e+01	 1.7883240906800001e+01
 3.6481980569899996e+01	 1.5162760094400001e+01
 5.0967748378400003e+01	 2.9679774287499999e+01
 9.1191053605899995e+01	 4.6674342839900000e+01
 5.5863768493900004e+01	 8.5336486757299994e+01
 4.9280594798700001e+01	 8.4048822830600002e+01
 4.3368501544700003e+01	 8.4332177203900002e+01
